tab	locations
location	age	age_sigma	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	citations
ECMB	1779	3	Ma	45.53728	45.51387	265.76964	265.7369	Intrusive	Diabase	Region	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
NED31-2a	NED31-2a_LP-DIR-AF	NED31-2		lc	170.2	-79.8	2	16	0	11	4.9	0.028	0.004	T	hargrave 2019-10-07 11:16:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED31-2a		NED31-2																This study	LP-NOMAG			
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		hc	204.6	46.6	3	4	-1	16.3	5.8	0.13	0.115	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		lc	152.6	40.5	3	5	-1	24.5	2.8	0.007	0.003	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		mc	128.0	66.2	3	9	-1	17.8	0.6	0.062	0.04	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		lc	219.9	45.7	3	5	0	24.5	2.8	0.007	0.003	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		mc	185.5	69.4	3	9	0	17.8	0.6	0.062	0.04	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		hc	277.7	52	3	4	0	16.3	5.8	0.13	0.115	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED31-3a		NED31-3																This study	LP-NOMAG			
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		mc	144.5	63.4	3	13	-1	18.6	0.5	0.062	0.032	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		hc	201.6	40.7	3	6	-1	13.9	6.1	0.13	0.105	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		lc	187.2	71.5	3	10	-1	12.6	1.5	0.01	0.001	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		mc	189.5	70	3	13	0	18.6	0.5	0.062	0.032	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		hc	264.4	49	3	6	0	13.9	6.1	0.13	0.105	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		lc	253.0	80.4	3	10	0	12.6	1.5	0.01	0.001	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED31-4a		NED31-4																This study	LP-NOMAG			
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		lc	62.6	82.2	3	10	-1	29.2	5.7	0.01	0.001	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		mc	141.5	65.6	3	11	-1	21.5	0.6	0.054	0.032	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		hc	219.4	42.4	3	5	-1	10.4	5	0.13	0.11	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		lc	86.5	79.8	3	10	0	29.2	5.7	0.01	0.001	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		hc	266.0	45.5	3	5	0	10.4	5	0.13	0.11	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		mc	179.3	68.6	3	11	0	21.5	0.6	0.054	0.032	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED31-5a		NED31-5																This study	LP-NOMAG			
NED32-1a	NED32-1a_LP-DIR-AF	NED32-1		lc	18.4	-70.8	1	38	-1	1.6	0.8	0.13	0.012	T	hargrave 2019-10-07 15:52:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED32-1a	NED32-1a_LP-DIR-AF	NED32-1		lc	292.2	-82.4	1	38	0	1.6	0.8	0.13	0.012	T	hargrave 2019-10-07 15:52:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED32-1a		NED32-1																This study	LP-NOMAG			
NED32-2a	NED32-2a_LP-DIR-AF	NED32-2		lc	47.2	-41.5	1	7	-1	13	2.1	0.008	0.002	T	hargrave 2019-10-07 17:12:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED32-2a	NED32-2a_LP-DIR-AF	NED32-2		lc	233.6	-54.3	1	7	0	13	2.1	0.008	0.002	T	hargrave 2019-10-07 17:12:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED32-2a		NED32-2																This study	LP-NOMAG			
NED32-3a	NED32-3a_LP-DIR-AF	NED32-3		llc	40.3	-3.6	1	5	-1	47.7	11.3	0.005	0.001	T	hargrave 2019-10-07 18:24:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED32-3a	NED32-3a_LP-DIR-AF	NED32-3		llc	198.8	-21.6	1	5	0	47.7	11.3	0.005	0.001	T	hargrave 2019-10-07 18:24:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED32-3a		NED32-3																This study	LP-NOMAG			
NED32-4a	NED32-4a_LP-DIR-AF	NED32-4		llc	65.3	14.4	1	8	-1	45.3	2.7	0.008	0.001	T	hargrave 2019-10-07 19:36:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED32-4a	NED32-4a_LP-DIR-AF	NED32-4		llc	214.7	1.7	1	8	0	45.3	2.7	0.008	0.001	T	hargrave 2019-10-07 19:36:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED32-4a		NED32-4																This study	LP-NOMAG			
NED32-5a		NED32-5																This study	LP-NOMAG			
NED32-6a	NED32-6a_LP-DIR-AF	NED32-6		llc	55.0	-6	1	5	-1	26.8	8.1	0.005	0.001	T	hargrave 2019-10-07 22:01:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED32-6a	NED32-6a_LP-DIR-AF	NED32-6		llc	222.2	-19.1	1	5	0	26.8	8.1	0.005	0.001	T	hargrave 2019-10-07 22:01:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED32-6a		NED32-6																This study	LP-NOMAG			
NED32-7a		NED32-7																This study	LP-NOMAG			
NED32-8a		NED32-8																This study	LP-NOMAG			
NED32-9a	NED32-9a_LP-DIR-AF	NED32-9		lc	60.8	41.6	2	5	-1	2.2	0.1	0.032	0.024	T	hargrave 2019-10-08 01:31:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED32-9a	NED32-9a_LP-DIR-AF	NED32-9		llc	73.7	18.4	2	6	-1	21	2.5	0.006	0.001	T	hargrave 2019-10-08 01:31:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED32-9a	NED32-9a_LP-DIR-AF	NED32-9		llc	226.9	10.4	2	6	0	21	2.5	0.006	0.001	T	hargrave 2019-10-08 01:31:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED32-9a	NED32-9a_LP-DIR-AF	NED32-9		lc	206.4	27.2	2	5	0	2.2	0.1	0.032	0.024	T	hargrave 2019-10-08 01:31:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED32-9a		NED32-9																This study	LP-NOMAG			
NED33-1a	NED33-1a_LP-DIR-AF	NED33-1		hc	148.2	-26	2	24	-1	7.8	3.7	0.13	0.04	T	hargrave 2019-10-08 02:39:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-1a	NED33-1a_LP-DIR-AF	NED33-1		llc	105.2	48	2	5	-1	68.4	3.2	0.005	0.001	T	hargrave 2019-10-08 02:39:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-1a	NED33-1a_LP-DIR-AF	NED33-1		hc	241.0	26.2	2	24	0	7.8	3.7	0.13	0.04	T	hargrave 2019-10-08 02:39:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-1a	NED33-1a_LP-DIR-AF	NED33-1		llc	142.1	31.6	2	5	0	68.4	3.2	0.005	0.001	T	hargrave 2019-10-08 02:39:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-1a		NED33-1																This study	LP-NOMAG			
NED33-2a	NED33-2a_LP-DIR-AF	NED33-2		llc	124.6	21.8	2	4	-1	67.1	6	0.004	0.001	T	hargrave 2019-10-08 03:46:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-2a	NED33-2a_LP-DIR-AF	NED33-2		hc	153.3	-37	2	14	-1	1.3	4.4	0.13	0.07	T	hargrave 2019-10-08 03:46:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-2a	NED33-2a_LP-DIR-AF	NED33-2		llc	175.1	40	2	4	0	67.1	6	0.004	0.001	T	hargrave 2019-10-08 03:46:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-2a	NED33-2a_LP-DIR-AF	NED33-2		hc	245.8	16.6	2	14	0	1.3	4.4	0.13	0.07	T	hargrave 2019-10-08 03:46:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-2a		NED33-2																This study	LP-NOMAG			
NED33-3a	NED33-3a_LP-DIR-AF	NED33-3		hc	161.5	-34.3	3	15	-1	8.4	3.1	0.13	0.066	T	hargrave 2019-10-08 04:52:54	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-3a	NED33-3a_LP-DIR-AF	NED33-3		lc	49.4	-80.3	3	10	-1	36.8	1.8	0.02	0.006	T	hargrave 2019-10-08 04:52:54	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-3a	NED33-3a_LP-DIR-AF	NED33-3		llc	133.5	21.9	3	5	-1	86.7	13.2	0.005	0.001	T	hargrave 2019-10-08 04:52:54	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-3a	NED33-3a_LP-DIR-AF	NED33-3		lc	258.4	-53.7	3	10	0	36.8	1.8	0.02	0.006	T	hargrave 2019-10-08 04:52:54	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-3a	NED33-3a_LP-DIR-AF	NED33-3		llc	199.3	44.8	3	5	0	86.7	13.2	0.005	0.001	T	hargrave 2019-10-08 04:52:54	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-3a	NED33-3a_LP-DIR-AF	NED33-3		hc	255.5	6.1	3	15	0	8.4	3.1	0.13	0.066	T	hargrave 2019-10-08 04:52:54	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-3a		NED33-3																This study	LP-NOMAG			
NED33-4a	NED33-4a_LP-DIR-AF	NED33-4		lc	351.8	-70.2	2	17	-1	20.9	0.5	0.024	0.001	T	hargrave 2019-10-08 05:59:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-4a	NED33-4a_LP-DIR-AF	NED33-4		hc	174.2	-23.9	2	15	-1	10.4	5.6	0.13	0.066	T	hargrave 2019-10-08 05:59:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-4a	NED33-4a_LP-DIR-AF	NED33-4		lc	275.0	-67.5	2	17	0	20.9	0.5	0.024	0.001	T	hargrave 2019-10-08 05:59:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-4a	NED33-4a_LP-DIR-AF	NED33-4		hc	262.2	18	2	15	0	10.4	5.6	0.13	0.066	T	hargrave 2019-10-08 05:59:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-4a		NED33-4																This study	LP-NOMAG			
NED33-5a	NED33-5a_LP-DIR-AF	NED33-5		llc	83.6	1.5	2	8	-1	43.4	3.6	0.008	0.001	T	hargrave 2019-10-08 07:06:50	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-5a	NED33-5a_LP-DIR-AF	NED33-5		hc	119.1	29.9	2	8	-1	5.7	3.8	0.13	0.095	T	hargrave 2019-10-08 07:06:50	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-5a	NED33-5a_LP-DIR-AF	NED33-5		llc	225.7	1.2	2	8	0	43.4	3.6	0.008	0.001	T	hargrave 2019-10-08 07:06:50	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-5a	NED33-5a_LP-DIR-AF	NED33-5		hc	259.8	31.3	2	8	0	5.7	3.8	0.13	0.095	T	hargrave 2019-10-08 07:06:50	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-5a		NED33-5																This study	LP-NOMAG			
NED33-6a	NED33-6a_LP-DIR-AF	NED33-6		hc	0.1	44.3	2	7	-1	6.5	3.7	0.13	0.1	T	hargrave 2019-10-08 08:13:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-6a	NED33-6a_LP-DIR-AF	NED33-6		llc	321.5	-1	2	8	-1	53.9	5	0.008	0.001	T	hargrave 2019-10-08 08:13:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-6a	NED33-6a_LP-DIR-AF	NED33-6		llc	210.8	-12.6	2	8	0	53.9	5	0.008	0.001	T	hargrave 2019-10-08 08:13:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-6a	NED33-6a_LP-DIR-AF	NED33-6		hc	250.5	29.3	2	7	0	6.5	3.7	0.13	0.1	T	hargrave 2019-10-08 08:13:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-6a		NED33-6																This study	LP-NOMAG			
NED33-7a	NED33-7a_LP-DIR-AF	NED33-7		hc	30.9	53.6	2	9	-1	10.8	7.5	0.13	0.09	T	hargrave 2019-10-08 09:22:35	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-7a	NED33-7a_LP-DIR-AF	NED33-7		llc	344.1	14.6	2	5	-1	46.1	5.9	0.005	0.001	T	hargrave 2019-10-08 09:22:35	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-7a	NED33-7a_LP-DIR-AF	NED33-7		hc	259.6	35.6	2	9	0	10.8	7.5	0.13	0.09	T	hargrave 2019-10-08 09:22:35	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-7a	NED33-7a_LP-DIR-AF	NED33-7		llc	222.2	-4.6	2	5	0	46.1	5.9	0.005	0.001	T	hargrave 2019-10-08 09:22:35	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-7a		NED33-7																This study	LP-NOMAG			
NED33-8a	NED33-8a_LP-DIR-AF	NED33-8		lc	339.6	23.8	2	5	-1	43	2.6	0.008	0.004	T	hargrave 2019-10-08 10:30:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-8a	NED33-8a_LP-DIR-AF	NED33-8		hc	26.2	57.4	2	14	-1	12	2.8	0.13	0.07	T	hargrave 2019-10-08 10:30:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED33-8a	NED33-8a_LP-DIR-AF	NED33-8		lc	314.9	6.8	2	5	0	43	2.6	0.008	0.004	T	hargrave 2019-10-08 10:30:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-8a	NED33-8a_LP-DIR-AF	NED33-8		hc	352.0	40.7	2	14	0	12	2.8	0.13	0.07	T	hargrave 2019-10-08 10:30:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED33-8a		NED33-8																This study	LP-NOMAG			
NED34-1a	NED34-1a_LP-DIR-AF	NED34-1		mc	166.9	7.9	1	13	-1	3.4	1	0.044	0.02	T	hargrave 2019-10-08 13:44:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED34-1a	NED34-1a_LP-DIR-AF	NED34-1		mc	183.2	75.7	1	13	0	3.4	1	0.044	0.02	T	hargrave 2019-10-08 13:44:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED34-1a		NED34-1																This study	LP-NOMAG			
NED34-2a	NED34-2a_LP-DIR-AF	NED34-2		mc	169.1	8.1	1	17	-1	3.8	1	0.062	0.024	T	hargrave 2019-10-08 14:51:45	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED34-2a	NED34-2a_LP-DIR-AF	NED34-2		mc	200.0	79.2	1	17	0	3.8	1	0.062	0.024	T	hargrave 2019-10-08 14:51:45	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED34-2a		NED34-2																This study	LP-NOMAG			
NED34-3a	NED34-3a_LP-DIR-AF	NED34-3		mc	171.4	13.6	1	15	-1	5.1	1.6	0.054	0.024	T	hargrave 2019-10-08 15:57:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED34-3a	NED34-3a_LP-DIR-AF	NED34-3		mc	175.7	79.8	1	15	0	5.1	1.6	0.054	0.024	T	hargrave 2019-10-08 15:57:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED34-3a		NED34-3																This study	LP-NOMAG			
NED34-4a	NED34-4a_LP-DIR-AF	NED34-4		mc	170.1	32.3	1	11	-1	3.2	1.3	0.048	0.028	T	hargrave 2019-10-08 17:04:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED34-4a	NED34-4a_LP-DIR-AF	NED34-4		mc	188.6	81.6	1	11	0	3.2	1.3	0.048	0.028	T	hargrave 2019-10-08 17:04:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED34-4a		NED34-4																This study	LP-NOMAG			
NED34-5a	NED34-5a_LP-DIR-AF	NED34-5		mc	152.8	51	1	13	-1	2.9	0.9	0.058	0.03	T	hargrave 2019-10-16 19:39:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED34-5a	NED34-5a_LP-DIR-AF	NED34-5		mc	196.9	73.2	1	13	0	2.9	0.9	0.058	0.03	T	hargrave 2019-10-16 19:39:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED34-5a		NED34-5																This study	LP-NOMAG			
NED34-6a	NED34-6a_LP-DIR-AF	NED34-6		mc	157.4	51.8	1	14	-1	2.4	0.5	0.074	0.036	T	hargrave 2019-10-16 20:45:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED34-6a	NED34-6a_LP-DIR-AF	NED34-6		mc	194.6	75.7	1	14	0	2.4	0.5	0.074	0.036	T	hargrave 2019-10-16 20:45:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED34-6a		NED34-6																This study	LP-NOMAG			
NED34-7a	NED34-7a_LP-DIR-AF	NED34-7		mc	152.6	54.8	1	8	-1	8.5	2.5	0.046	0.032	T	hargrave 2019-10-16 21:50:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED34-7a	NED34-7a_LP-DIR-AF	NED34-7		mc	175.5	71.2	1	8	0	8.5	2.5	0.046	0.032	T	hargrave 2019-10-16 21:50:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED34-7a		NED34-7																This study	LP-NOMAG			
NED34-8a	NED34-8a_LP-DIR-AF	NED34-8		mc	163.6	55.3	1	15	-1	2.6	1.2	0.054	0.024	T	hargrave 2019-10-16 22:55:49	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED34-8a	NED34-8a_LP-DIR-AF	NED34-8		mc	173.2	78.2	1	15	0	2.6	1.2	0.054	0.024	T	hargrave 2019-10-16 22:55:49	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED34-8a		NED34-8																This study	LP-NOMAG			
NED35-1a	NED35-1a_LP-DIR-AF	NED35-1		mc	166.4	36.1	1	11	-1	7.4	1.1	0.07	0.04	T	hargrave 2019-10-17 00:01:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED35-1a	NED35-1a_LP-DIR-AF	NED35-1		mc	162.6	70	1	11	0	7.4	1.1	0.07	0.04	T	hargrave 2019-10-17 00:01:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED35-1a		NED35-1																This study	LP-NOMAG			
NED35-2a	NED35-2a_LP-DIR-AF	NED35-2		mc	168.8	29.5	1	11	-1	6.1	1.2	0.07	0.04	T	hargrave 2019-10-17 01:06:20	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED35-2a	NED35-2a_LP-DIR-AF	NED35-2		mc	168.6	77.4	1	11	0	6.1	1.2	0.07	0.04	T	hargrave 2019-10-17 01:06:20	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED35-2a		NED35-2																This study	LP-NOMAG			
NED35-3a	NED35-3a_LP-DIR-AF	NED35-3		mc	169.7	33.7	1	11	-1	7.3	2.3	0.07	0.04	T	hargrave 2019-10-17 02:12:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED35-3a	NED35-3a_LP-DIR-AF	NED35-3		mc	152.8	72.6	1	11	0	7.3	2.3	0.07	0.04	T	hargrave 2019-10-17 02:12:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED35-3a		NED35-3																This study	LP-NOMAG			
NED35-4a	NED35-4a_LP-DIR-AF	NED35-4		mc	157.4	48.9	1	11	-1	5.6	3	0.07	0.04	T	hargrave 2019-10-17 03:18:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED35-4a	NED35-4a_LP-DIR-AF	NED35-4		mc	171.8	75.2	1	11	0	5.6	3	0.07	0.04	T	hargrave 2019-10-17 03:18:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED35-4a		NED35-4																This study	LP-NOMAG			
NED35-6a	NED35-6a_LP-DIR-AF	NED35-6		mc	160.5	50.2	1	16	-1	9.7	24.6	0.07	0.03	T	hargrave 2019-10-17 04:23:54	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED35-6a	NED35-6a_LP-DIR-AF	NED35-6		mc	159.9	76.4	1	16	0	9.7	24.6	0.07	0.03	T	hargrave 2019-10-17 04:23:54	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED35-6a		NED35-6																This study	LP-NOMAG			
NED35-7a	NED35-7a_LP-DIR-AF	NED35-7		mc	149.6	48.2	1	10	-1	6.8	2.3	0.066	0.04	T	hargrave 2019-10-17 05:29:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED35-7a	NED35-7a_LP-DIR-AF	NED35-7		mc	159.8	69.9	1	10	0	6.8	2.3	0.066	0.04	T	hargrave 2019-10-17 05:29:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
