tab	specimens																							
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
NED4-4b		NED4-4																This study	LP-NOMAG				ECMB	NED4
NED4-5b	NED4-5b_LP-DIR-AF	NED4-5		lc	140.9	31.6	1	4	-1	48.5	7.4	0.004	0.001	T	hargrave 2018-09-22 15:51:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED4
NED4-5b	NED4-5b_LP-DIR-AF	NED4-5		lc	10.7	51.7	1	4	0	48.5	7.4	0.004	0.001	T	hargrave 2018-09-22 15:51:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED4
NED4-5b		NED4-5																This study	LP-NOMAG				ECMB	NED4
NED4-6b	NED4-6b_LP-DIR-AF	NED4-6		hc	34.8	70.3	2	4	-1	12.2	16.3	0.13	0.1	T	hargrave 2018-09-22 16:36:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED4
NED4-6b	NED4-6b_LP-DIR-AF	NED4-6		lc	140.6	47.5	2	4	-1	37.4	5.9	0.0175	0.01	T	hargrave 2018-09-22 16:36:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED4
NED4-6b	NED4-6b_LP-DIR-AF	NED4-6		lc	0.9	63	2	4	0	37.4	5.9	0.0175	0.01	T	hargrave 2018-09-22 16:36:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED4
NED4-6b	NED4-6b_LP-DIR-AF	NED4-6		hc	268.3	46.5	2	4	0	12.2	16.3	0.13	0.1	T	hargrave 2018-09-22 16:36:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED4
NED4-6b		NED4-6																This study	LP-NOMAG				ECMB	NED4
NED4-7b	NED4-7b_LP-DIR-AF	NED4-7		lc	146	33.7	2	3	-1	52.6	11.1	0.003	0.001	T	hargrave 2018-09-29 12:35:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED4
NED4-7b	NED4-7b_LP-DIR-AF	NED4-7		hc	17.2	75.9	2	4	-1	8.8	14.7	0.13	0.1	T	hargrave 2018-09-29 12:35:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED4
NED4-7b	NED4-7b_LP-DIR-AF	NED4-7		hc	266.2	55.3	2	4	0	8.8	14.7	0.13	0.1	T	hargrave 2018-09-29 12:35:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED4
NED4-7b	NED4-7b_LP-DIR-AF	NED4-7		lc	32.6	49.9	2	3	0	52.6	11.1	0.003	0.001	T	hargrave 2018-09-29 12:35:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED4
NED4-7b		NED4-7																This study	LP-NOMAG				ECMB	NED4
NED4-8b	NED4-8b_LP-DIR-AF	NED4-8		hc	86.2	43.5	2	3	-1	0	1.5	0.13	0.11	T	hargrave 2018-09-29 13:18:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED4
NED4-8b	NED4-8b_LP-DIR-AF	NED4-8		hc	289.9	40.1	2	3	0	0	1.5	0.13	0.11	T	hargrave 2018-09-29 13:18:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED4
NED4-8b	NED4-8b_LP-DIR-AF	NED4-8		lc	156	48.1	2	8	-1	40.5	4.9	0.0125	0.001	T	hargrave 2018-09-29 13:18:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED4
NED4-8b	NED4-8b_LP-DIR-AF	NED4-8		lc	2.1	62.9	2	8	0	40.5	4.9	0.0125	0.001	T	hargrave 2018-09-29 13:18:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED4
NED4-8b		NED4-8																This study	LP-NOMAG				ECMB	NED4
NED5-1b	NED5-1b_LP-DIR-AF	NED5-1		lc	312	30.2	1	3	-1	75.2	4.6	0.002	0	T	hargrave 2018-09-22 18:49:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED5
NED5-1b	NED5-1b_LP-DIR-AF	NED5-1		lc	148.6	10.7	1	3	0	75.2	4.6	0.002	0	T	hargrave 2018-09-22 18:49:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED5
NED5-1b		NED5-1																This study	LP-NOMAG				ECMB	NED5
NED5-2b	NED5-2b_LP-DIR-AF	NED5-2		lc	311.7	20.8	1	3	-1	73.3	3.3	0.002	0	T	hargrave 2018-09-22 19:32:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED5
NED5-2b	NED5-2b_LP-DIR-AF	NED5-2		lc	150.9	0.5	1	3	0	73.3	3.3	0.002	0	T	hargrave 2018-09-22 19:32:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED5
NED5-2b		NED5-2																This study	LP-NOMAG				ECMB	NED5
NED5-3b	NED5-3b_LP-DIR-AF	NED5-3		mc	155.1	58	2	10	-1	3	2.1	0.03	0.0075	T	hargrave 2018-09-22 20:16:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED5
NED5-3b	NED5-3b_LP-DIR-AF	NED5-3		lc	324.8	23.7	2	3	-1	70.8	2.9	0.002	0	T	hargrave 2018-09-22 20:16:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED5
NED5-3b	NED5-3b_LP-DIR-AF	NED5-3		lc	54.3	1.1	2	3	0	70.8	2.9	0.002	0	T	hargrave 2018-09-22 20:16:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED5
NED5-3b	NED5-3b_LP-DIR-AF	NED5-3		mc	186.9	76.9	2	10	0	3	2.1	0.03	0.0075	T	hargrave 2018-09-22 20:16:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED5
NED5-3b		NED5-3																This study	LP-NOMAG				ECMB	NED5
NED5-4b	NED5-4b_LP-DIR-AF	NED5-4		lc	306.2	27.1	2	3	-1	72.4	4.5	0.003	0.001	T	hargrave 2018-09-22 21:00:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED5
NED5-4b	NED5-4b_LP-DIR-AF	NED5-4		mc	149.1	61.7	2	7	-1	2.6	3.9	0.04	0.02	T	hargrave 2018-09-22 21:00:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED5
NED5-4b	NED5-4b_LP-DIR-AF	NED5-4		mc	190.5	75.8	2	7	0	2.6	3.9	0.04	0.02	T	hargrave 2018-09-22 21:00:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED5
NED5-4b	NED5-4b_LP-DIR-AF	NED5-4		lc	58.3	10.3	2	3	0	72.4	4.5	0.003	0.001	T	hargrave 2018-09-22 21:00:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED5
NED5-4b		NED5-4																This study	LP-NOMAG				ECMB	NED5
NED5-5b	NED5-5b_LP-DIR-AF	NED5-5		lc	354.9	-0.8	2	3	-1	82.1	1.7	0.003	0.001	T	hargrave 2018-09-22 21:46:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED5
NED5-5b	NED5-5b_LP-DIR-AF	NED5-5		mc	158.3	52.5	2	9	-1	10.3	3.9	0.045	0.0175	T	hargrave 2018-09-22 21:46:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED5
NED5-5b	NED5-5b_LP-DIR-AF	NED5-5		mc	138.7	77	2	9	0	10.3	3.9	0.045	0.0175	T	hargrave 2018-09-22 21:46:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED5
NED5-5b	NED5-5b_LP-DIR-AF	NED5-5		lc	44.7	-36.6	2	3	0	82.1	1.7	0.003	0.001	T	hargrave 2018-09-22 21:46:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED5
NED5-5b		NED5-5																This study	LP-NOMAG				ECMB	NED5
NED5-6b	NED5-6b_LP-DIR-AF	NED5-6		lc	347.9	-4.3	2	3	-1	86.4	1.8	0.003	0.001	T	hargrave 2018-09-29 14:45:02	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED5
NED5-6b	NED5-6b_LP-DIR-AF	NED5-6		mc	156.9	55	2	11	-1	5	2.2	0.05	0.015	T	hargrave 2018-09-29 14:45:02	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED5
NED5-6b	NED5-6b_LP-DIR-AF	NED5-6		mc	149.3	77	2	11	0	5	2.2	0.05	0.015	T	hargrave 2018-09-29 14:45:02	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED5
NED5-6b	NED5-6b_LP-DIR-AF	NED5-6		lc	45	-36.5	2	3	0	86.4	1.8	0.003	0.001	T	hargrave 2018-09-29 14:45:02	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED5
NED5-6b		NED5-6																This study	LP-NOMAG				ECMB	NED5
NED5-7b	NED5-7b_LP-DIR-AF	NED5-7		mc	161.8	70.5	1	9	-1	8.5	3.8	0.08	0.04	T	hargrave 2018-09-29 15:28:20	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED5
NED5-7b	NED5-7b_LP-DIR-AF	NED5-7		mc	160	83.8	1	9	0	8.5	3.8	0.08	0.04	T	hargrave 2018-09-29 15:28:20	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED5
NED5-7b		NED5-7																This study	LP-NOMAG				ECMB	NED5
NED5-8b	NED5-8b_LP-DIR-AF	NED5-8		lc	312.5	5.7	2	3	-1	90.7	2.8	0.003	0.001	T	hargrave 2018-09-29 16:12:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED5
NED5-8b	NED5-8b_LP-DIR-AF	NED5-8		mc	149.9	70.2	2	7	-1	14.4	16.1	0.06	0.03	T	hargrave 2018-09-29 16:12:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED5
NED5-8b	NED5-8b_LP-DIR-AF	NED5-8		lc	82.6	-9.8	2	3	0	90.7	2.8	0.003	0.001	T	hargrave 2018-09-29 16:12:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED5
NED5-8b	NED5-8b_LP-DIR-AF	NED5-8		mc	190.6	78.7	2	7	0	14.4	16.1	0.06	0.03	T	hargrave 2018-09-29 16:12:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED5
NED5-8b		NED5-8																This study	LP-NOMAG				ECMB	NED5
NED6-1b	NED6-1b_LP-DIR-AF	NED6-1		hc	231.6	36.8	2	3	-1	0	0.2	0.12	0.1	T	hargrave 2018-09-28 18:42:57	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED6
NED6-1b	NED6-1b_LP-DIR-AF	NED6-1		hc	270.6	39.8	2	3	0	0	0.2	0.12	0.1	T	hargrave 2018-09-28 18:42:57	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED6
NED6-1b	NED6-1b_LP-DIR-AF	NED6-1		mc	164.6	72.5	2	8	-1	39.4	3.6	0.03	0.0125	T	hargrave 2018-09-28 18:42:57	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-1b	NED6-1b_LP-DIR-AF	NED6-1		mc	194.7	77.2	2	8	0	39.4	3.6	0.03	0.0125	T	hargrave 2018-09-28 18:42:57	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-1b		NED6-1																This study	LP-NOMAG				ECMB	NED6
NED6-2b	NED6-2b_LP-DIR-AF	NED6-2		mc	122	72	2	4	-1	37.6	6.9	0.025	0.0175	T	hargrave 2018-09-28 19:27:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-2b	NED6-2b_LP-DIR-AF	NED6-2		hc	188.2	46	2	8	-1	19.1	10.5	0.13	0.07	T	hargrave 2018-09-28 19:27:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-2b	NED6-2b_LP-DIR-AF	NED6-2		mc	191.5	74.4	2	4	0	37.6	6.9	0.025	0.0175	T	hargrave 2018-09-28 19:27:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-2b	NED6-2b_LP-DIR-AF	NED6-2		hc	277.1	51.9	2	8	0	19.1	10.5	0.13	0.07	T	hargrave 2018-09-28 19:27:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-2b		NED6-2																This study	LP-NOMAG				ECMB	NED6
NED6-3b	NED6-3b_LP-DIR-AF	NED6-3		hc	232.1	42.1	2	8	-1	22.8	10.2	0.13	0.07	T	hargrave 2018-09-28 20:09:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-3b	NED6-3b_LP-DIR-AF	NED6-3		mc	188.4	58.3	2	6	-1	38.5	4.6	0.05	0.0275	T	hargrave 2018-09-28 20:09:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-3b	NED6-3b_LP-DIR-AF	NED6-3		hc	249.2	48.7	2	8	0	22.8	10.2	0.13	0.07	T	hargrave 2018-09-28 20:09:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-3b	NED6-3b_LP-DIR-AF	NED6-3		mc	200	70.1	2	6	0	38.5	4.6	0.05	0.0275	T	hargrave 2018-09-28 20:09:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-3b		NED6-3																This study	LP-NOMAG				ECMB	NED6
NED6-4b	NED6-4b_LP-DIR-AF	NED6-4		mc	203.9	44.1	1	5	-1	26.8	4.9	0.04	0.025	T	hargrave 2018-09-28 20:52:50	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-4b	NED6-4b_LP-DIR-AF	NED6-4		mc	204.1	69.7	1	5	0	26.8	4.9	0.04	0.025	T	hargrave 2018-09-28 20:52:50	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-4b		NED6-4																This study	LP-NOMAG				ECMB	NED6
NED6-5b	NED6-5b_LP-DIR-AF	NED6-5		hc	177.9	42.7	2	5	-1	0	8.7	0.13	0.09	T	hargrave 2018-09-28 21:35:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED6
NED6-5b	NED6-5b_LP-DIR-AF	NED6-5		hc	263.5	48.7	2	5	0	0	8.7	0.13	0.09	T	hargrave 2018-09-28 21:35:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED6
NED6-5b	NED6-5b_LP-DIR-AF	NED6-5		mc	144.7	67.8	2	7	-1	19.5	3.6	0.02	0.005	T	hargrave 2018-09-28 21:35:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-5b	NED6-5b_LP-DIR-AF	NED6-5		mc	219.7	72.4	2	7	0	19.5	3.6	0.02	0.005	T	hargrave 2018-09-28 21:35:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-5b		NED6-5																This study	LP-NOMAG				ECMB	NED6
NED6-6b	NED6-6b_LP-DIR-AF	NED6-6		hc	216.2	48.8	2	6	-1	9.6	9.5	0.13	0.08	T	hargrave 2018-09-28 22:17:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-6b	NED6-6b_LP-DIR-AF	NED6-6		mc	166.9	62.2	2	8	-1	20.8	4.5	0.045	0.02	T	hargrave 2018-09-28 22:17:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-6b	NED6-6b_LP-DIR-AF	NED6-6		hc	271.6	54.2	2	6	0	9.6	9.5	0.13	0.08	T	hargrave 2018-09-28 22:17:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-6b	NED6-6b_LP-DIR-AF	NED6-6		mc	212.7	69	2	8	0	20.8	4.5	0.045	0.02	T	hargrave 2018-09-28 22:17:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-6b		NED6-6																This study	LP-NOMAG				ECMB	NED6
NED6-7b	NED6-7b_LP-DIR-AF	NED6-7		hc	288.2	51.2	2	3	-1	0	7.7	0.13	0.11	T	hargrave 2018-09-28 23:00:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED6
NED6-7b	NED6-7b_LP-DIR-AF	NED6-7		hc	269.4	45.2	2	3	0	0	7.7	0.13	0.11	T	hargrave 2018-09-28 23:00:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED6
NED6-7b	NED6-7b_LP-DIR-AF	NED6-7		mc	213.6	66.1	2	5	-1	18.6	2.5	0.0125	0.004	T	hargrave 2018-09-28 23:00:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-7b	NED6-7b_LP-DIR-AF	NED6-7		mc	211.6	75.7	2	5	0	18.6	2.5	0.0125	0.004	T	hargrave 2018-09-28 23:00:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-7b		NED6-7																This study	LP-NOMAG				ECMB	NED6
NED6-8b	NED6-8b_LP-DIR-AF	NED6-8		hc	142.9	26.5	2	3	-1	0	5.1	0.13	0.11	T	hargrave 2018-09-28 23:42:41	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED6
NED6-8b	NED6-8b_LP-DIR-AF	NED6-8		hc	274.8	41.5	2	3	0	0	5.1	0.13	0.11	T	hargrave 2018-09-28 23:42:41	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED6
NED6-8b	NED6-8b_LP-DIR-AF	NED6-8		mc	131.9	80.2	2	7	-1	29.9	2.1	0.01	0.001	T	hargrave 2018-09-28 23:42:41	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-8b	NED6-8b_LP-DIR-AF	NED6-8		mc	169.7	74.8	2	7	0	29.9	2.1	0.01	0.001	T	hargrave 2018-09-28 23:42:41	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-8b		NED6-8																This study	LP-NOMAG				ECMB	NED6
NED6-9b	NED6-9b_LP-DIR-AF	NED6-9		hc	134.7	38.6	2	3	-1	0	4.1	0.13	0.11	T	hargrave 2018-09-29 00:25:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED6
NED6-9b	NED6-9b_LP-DIR-AF	NED6-9		hc	269.7	49.2	2	3	0	0	4.1	0.13	0.11	T	hargrave 2018-09-29 00:25:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED6
NED6-9b	NED6-9b_LP-DIR-AF	NED6-9		mc	99.4	84.4	2	6	-1	30.2	2.4	0.0125	0.003	T	hargrave 2018-09-29 00:25:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED6
NED6-9b	NED6-9b_LP-DIR-AF	NED6-9		mc	167.2	73	2	6	0	30.2	2.4	0.0125	0.003	T	hargrave 2018-09-29 00:25:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED6
NED6-9b		NED6-9																This study	LP-NOMAG				ECMB	NED6
NED7-1b	NED7-1b_LP-DIR-AF	NED7-1		mc	184.2	50.8	2	5	-1	9.5	4.1	0.09	0.065	T	hargrave 2018-09-29 01:08:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-1b	NED7-1b_LP-DIR-AF	NED7-1		lc	357.9	-23.7	2	6	-1	133.7	2.8	0.0075	0.001	T	hargrave 2018-09-29 01:08:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-1b	NED7-1b_LP-DIR-AF	NED7-1		lc	22.6	-58.7	2	6	0	133.7	2.8	0.0075	0.001	T	hargrave 2018-09-29 01:08:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-1b	NED7-1b_LP-DIR-AF	NED7-1		mc	239	85.1	2	5	0	9.5	4.1	0.09	0.065	T	hargrave 2018-09-29 01:08:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-1b		NED7-1																This study	LP-NOMAG				ECMB	NED7
NED7-2b	NED7-2b_LP-DIR-AF	NED7-2		mc	227.4	78.6	1	12	-1	3.6	2.9	0.13	0.05	T	hargrave 2018-09-29 01:52:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-2b	NED7-2b_LP-DIR-AF	NED7-2		mc	289.2	77.6	1	12	0	3.6	2.9	0.13	0.05	T	hargrave 2018-09-29 01:52:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-2b		NED7-2																This study	LP-NOMAG				ECMB	NED7
NED7-3b	NED7-3b_LP-DIR-AF	NED7-3		lc	323.8	-0.5	2	5	-1	15.3	2.6	0.015	0.005	T	hargrave 2018-09-29 02:35:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-3b	NED7-3b_LP-DIR-AF	NED7-3		mc	188.9	57	2	6	-1	6.6	4.9	0.08	0.055	T	hargrave 2018-09-29 02:35:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-3b	NED7-3b_LP-DIR-AF	NED7-3		lc	351.8	-24.2	2	5	0	15.3	2.6	0.015	0.005	T	hargrave 2018-09-29 02:35:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-3b	NED7-3b_LP-DIR-AF	NED7-3		mc	273.1	84.5	2	6	0	6.6	4.9	0.08	0.055	T	hargrave 2018-09-29 02:35:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-3b		NED7-3																This study	LP-NOMAG				ECMB	NED7
NED7-4b	NED7-4b_LP-DIR-AF	NED7-4		mc	207.8	77.6	2	5	-1	6.1	1.3	0.09	0.065	T	hargrave 2018-09-29 03:17:30	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-4b	NED7-4b_LP-DIR-AF	NED7-4		lc	36.5	-15.6	2	4	-1	8.8	0.7	0.0125	0.005	T	hargrave 2018-09-29 03:17:30	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-4b	NED7-4b_LP-DIR-AF	NED7-4		mc	283.5	79.3	2	5	0	6.1	1.3	0.09	0.065	T	hargrave 2018-09-29 03:17:30	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-4b	NED7-4b_LP-DIR-AF	NED7-4		lc	358.3	-31.1	2	4	0	8.8	0.7	0.0125	0.005	T	hargrave 2018-09-29 03:17:30	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-4b		NED7-4																This study	LP-NOMAG				ECMB	NED7
NED7-5b	NED7-5b_LP-DIR-AF	NED7-5		lc	23.8	-12.8	1	5	-1	17.1	0.9	0.02	0.01	T	hargrave 2018-09-29 03:59:47	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-5b	NED7-5b_LP-DIR-AF	NED7-5		lc	0.3	-22.8	1	5	0	17.1	0.9	0.02	0.01	T	hargrave 2018-09-29 03:59:47	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-5b		NED7-5																This study	LP-NOMAG				ECMB	NED7
NED7-6b		NED7-6																This study	LP-NOMAG				ECMB	NED7
